anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,tratamiento,q18,q19,q20,q21,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d
1977,30 a 49 años,México,Quintana Roo,Sur,Cancun,Masculino,Soltero(a),3,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,5,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Entre 5 y 10,Más de 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Conocidos."
1956,Más de 65 años,México,Zacatecas,Norte,Jerez,Masculino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo parcial (menos de 8 horas por día),3,No,No,5,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Más de 30,Entre 20 y 30,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1965,50 a 64 años,México,San Luis Potosí,Norte,San luis potosi,Masculino,Separado(a) / Divorciado(a) / Viudo(a),3,Sí,Ninguno,Empleado(a) de tiempo parcial (menos de 8 horas por día),2,No,No,8,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,No sabe / Prefiere no contestar,Bueno,Depende,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1980,30 a 49 años,México,Guanajuato,Norte,Celaya,Masculino,Soltero(a),8,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,6,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 5 y 10,Entre 10 y 20,Algo en desacuerdo,No donaría a nadie.,Malo,Bueno,Bueno,En desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1970,50 a 64 años,México,Puebla,Centro,Puebla,Femenino,Casado(a) / Unión Civil,4,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Emotivo,Más de 30,Menos de 5 personas,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Malo,Depende,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Los migrantes que andan pidiendo dinero para coner"
1975,30 a 49 años,México,Puebla,Centro,puebla,Masculino,Prefiere no contestar,5,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Entre 5 y 10,Entre 5 y 10,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,
1953,Más de 65 años,México,Yucatán,Sur,Mérida,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Media completa,Jubilado(a) / pensionado(a),3,Sí,Sí,No sabe / Prefiere no contestar,Entre 7.300 y 11.300,Los tendría como vecinos,,,,De acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,Algo en desacuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,,,,,,"Si, como mis vecinos",,,,
1951,Más de 65 años,México,México,Centro,Temascalcingo,Masculino,Separado(a) / Divorciado(a) / Viudo(a),1,No,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,Sí,0 - Izquierda,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 5 y 10,Entre 10 y 20,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,"Si, otro",,,"[Si, otro ]En mi pueblo"
1962,50 a 64 años,México,Chihuahua,Norte,Juárez,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,Sí,7,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Más de 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Depende,Algo de acuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,
1951,Más de 65 años,México,Michoacán,Pacífico,Tarímbaro Michoacán,Masculino,Casado(a) / Unión Civil,5,Sí,Terciaria/Universitaria incompleta,Jubilado(a) / pensionado(a),4,No sabe / Prefiere no contestar,Sí,8,Entre 11.300 y 16.400,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Emotivo,Más de 30,Entre 5 y 10,De acuerdo,No sabe / Prefiere no contestar,Depende,Depende,Depende,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,,,,,,,,Ninguna relación,,
1983,30 a 49 años,México,Aguascalientes,Norte,Aguas calientes,Masculino,Soltero(a),10,Sí,Terciaria/Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,3,Entre 0 y 7.300,No sabe / Prefiere no contestar,No los tendría como vecinos,No los tendría como vecinos,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Depende,Bueno,Algo en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1981,30 a 49 años,México,San Luis Potosí,Norte,San Luis Potosí,Femenino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,No sabe / Prefiere no contestar,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Más de 30,Entre 20 y 30,De acuerdo,No sabe / Prefiere no contestar,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,,,,,,,,,Prefiere no contestar,
1972,30 a 49 años,México,México,Centro,LOS REYES LA PAZ,Masculino,Casado(a) / Unión Civil,3,Sí,Media incompleta,"Negocio propio, independiente o por cuenta propia",2,Sí,No,2,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,De acuerdo,Circunstancias fuera de su control,Placebo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1945,Más de 65 años,México,Chihuahua,Norte,Chihuahua Chih,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,Sí,2,Entre 11.300 y 16.400,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,No sabe / Prefiere no contestar,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,,Prefiere no contestar,
1998,18 a 29 años,México,Coahuila,Norte,Saltillo,Masculino,Soltero(a),2,No,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,Sí,No,6,Entre 7.300 y 11.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No los tendría como vecinos,De acuerdo,En desacuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Entre 5 y 10,No sabe / Prefiere no contestar,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Malo,Bueno,Depende,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1962,50 a 64 años,México,Puebla,Centro,Puebla,Masculino,Casado(a) / Unión Civil,6,Sí,Básica incompleta,"Negocio propio, independiente o por cuenta propia",3,No,No,0 - Izquierda,Entre 0 y 7.300,,,No sabe / Prefiere no contestar,,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Placebo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Depende,De acuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1986,30 a 49 años,México,Coahuila,Norte,Saltillo,Masculino,Casado(a) / Unión Civil,5,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",4,No,No,5,Más de 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,No sabe / Prefiere no contestar,De acuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1956,Más de 65 años,México,Querétaro,Norte,Querétaro,Masculino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",2,No,No,5,Entre 7.300 y 11.300,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Informativo,Menos de 5,Más de 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1962,50 a 64 años,México,Nuevo León,Norte,Monterrey,Masculino,Separado(a) / Divorciado(a) / Viudo(a),3,No,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,No,No,7,Entre 16.400 y 25.100,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Placebo,Entre 5 y 10,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
2000,18 a 29 años,México,México,Centro,Toluca,Femenino,Soltero(a),4,No,Terciaria/Universitaria incompleta,Estudiante,3,No,No,5,Entre 16.400 y 25.100,Los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Emotivo,Menos de 5,Entre 20 y 30,De acuerdo,Una organización que protege el medio ambiente.,Malo,Depende,Depende,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,
1954,Más de 65 años,México,Distrito Federal,Centro,Ciudad de mexico,Masculino,Casado(a) / Unión Civil,2,Sí,Terciaria/Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",4,No,No,10 - Derecha,Más de 25.100,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,Falta de esfuerzo por su parte,Emotivo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No donaría a nadie.,Bueno,Bueno,No sabe / Prefiere no contestar,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1983,30 a 49 años,México,Coahuila,Norte,Piedras negras,Masculino,Soltero(a),1,No,Terciaria/Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,7,Entre 7.300 y 11.300,Los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,De acuerdo,Circunstancias fuera de su control,Emotivo,Más de 30,Más de 30,En desacuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
1951,Más de 65 años,México,Sonora,Pacífico,Hermosillo,Masculino,Casado(a) / Unión Civil,3,Sí,Terciaria/Universitaria completa o más,Jubilado(a) / pensionado(a),3,No,Sí,6,Más de 25.100,No los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Menos de 5,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
1972,30 a 49 años,México,Veracruz,Sur,Coatzacoalcos,Masculino,Casado(a) / Unión Civil,3,Sí,Media completa,A cargo de las tareas del hogar/ crianza de los hijos,2,No,Sí,No sabe / Prefiere no contestar,No sabe / No contesta,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Placebo,Entre 5 y 10,Entre 20 y 30,Algo de acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo en desacuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,,,,,,,,Ninguna relación,,
1973,30 a 49 años,México,Yucatán,Sur,Mérida,Femenino,Casado(a) / Unión Civil,5,Sí,Terciaria/Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,Sí,No,5,Entre 0 y 7.300,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 20 y 30,Entre 10 y 20,Algo en desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,De acuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,
2001,18 a 29 años,México,Aguascalientes,Norte,Aguascalientes,Masculino,Soltero(a),5,No,Media completa,Estudiante,3,No,No,5,Entre 16.400 y 25.100,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Emotivo,Entre 10 y 20,Entre 5 y 10,Algo de acuerdo,Una organización que defiende los derechos de las mujeres.,Bueno,Bueno,Depende,De acuerdo,De acuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi","Si, como mis empleadores","Si, como mi pareja","Si, como mis vecinos",,,,
1944,Más de 65 años,México,Nuevo León,Norte,Monterrey N.L.,Masculino,Separado(a) / Divorciado(a) / Viudo(a),1,Sí,Terciaria/Universitaria incompleta,Jubilado(a) / pensionado(a),3,No,Sí,5,Entre 0 y 7.300,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Emotivo,Entre 5 y 10,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,
