anio,edad,pais,departamento,region,ciudad,genero,estadocivil,hogar,hijos,educacion,actividad,q10,q11,q12,q13,q14,q15r1,q15r2,q15r3,q15r4,q16r1,q16r2,q16r3,q17,q18,q19,q32,q20,q22r1,q22r2,q22r3,q23r1,q23r2,q23r3,q23r4,q23r5,q23r6,q23r7,q23r8,q24r1,q24r2,q24r3,q24r4,q24r5,q25a1,q25a2,q25a3,q25a4,q25a5,q25a6,q25a7,q25a8,q25a9,q25a1d,tratamiento
1998,18 a 29 años,Republica Dominicana,Samaná,Zona 3,Samaná,Femenino,Separado(a) / Divorciado(a) / Viudo(a),2,Sí,Secundaria incompleta,Desempleado(a) y buscando trabajo,3,Sí,No,No sabe / Prefiere no contestar,Entre 0 y 20.000,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Más de 30,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que ayuda a las personas pobres.,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Depende,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo en desacuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,,,,,,,,Ninguna relación,,,Placebo
1970,50 a 64 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Este,Masculino,Prefiere no contestar,3,Sí,Secundaria completa,"Negocio propio, independiente o por cuenta propia",1 - Más pobres,No,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1989,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Este,Femenino,Casado(a) / Unión Libre,3,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,7,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,Entre 5 y 10,Menos de 5 personas,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,,,,,,,"Si, otro",,,"[Si, otro ]Vendedores y mensajeros",Placebo
1960,50 a 64 años,Republica Dominicana,Santiago,Zona 4,Santiago,Masculino,Soltero(a),3,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,2,Más de 57.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Menos de 5,Menos de 5 personas,De acuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Depende,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1987,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Casado(a) / Unión Libre,3,Sí,Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,No,No,No sabe / Prefiere no contestar,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo en desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1972,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Sto Dgo,Masculino,Soltero(a),4,Sí,Universitaria completa o más,"Negocio propio, independiente o por cuenta propia",3,Sí,No,10 - Derecha,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No sabe / Prefiere no contestar,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,"Si, como mi pareja","Si, como mis vecinos",,,,,Placebo
1982,30 a 49 años,Republica Dominicana,Santiago,Zona 4,Villa González,Masculino,Soltero(a),4,No,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 5 y 10,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Depende,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1985,30 a 49 años,Republica Dominicana,Duarte,Zona 3,San Francisco de macoris,Femenino,Casado(a) / Unión Libre,7,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,Sí,No,5,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Menos de 5 personas,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo de acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1989,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo,Femenino,Casado(a) / Unión Libre,2,No,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,No,No,5,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 10 y 20,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1995,18 a 29 años,Republica Dominicana,La Romana,Zona 3,La romana,Masculino,Casado(a) / Unión Libre,3,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,10 - Derecha,Entre 0 y 20.000,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que defiende los derechos de las mujeres.,Depende,Depende,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1984,30 a 49 años,Republica Dominicana,Santiago,Zona 4,Santiago,Femenino,Casado(a) / Unión Libre,6,Sí,Universitaria incompleta,Estudiante,2,Sí,Sí,5,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,En desacuerdo,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,,,,,,,Ninguna relación,,,Placebo
1982,30 a 49 años,Republica Dominicana,San Cristóbal,Zona 2,San Cristóbal,Femenino,Casado(a) / Unión Libre,4,Sí,Universitaria completa o más,Desempleado(a) y buscando trabajo,3,No,No,10 - Derecha,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 10 y 20,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1989,30 a 49 años,Republica Dominicana,Monte Cristi,Zona 4,El pocito,Femenino,Prefiere no contestar,6,Prefiere no contestar,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,10 - Derecha,Entre 28.000 y 38.000,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas pobres.,Bueno,Depende,Depende,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1999,18 a 29 años,Republica Dominicana,Duarte,Zona 3,San Francisco de Macorís,Femenino,Casado(a) / Unión Libre,3,No,Universitaria completa o más,Estudiante,3,No,No,5,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Entre 10 y 20,Menos de 5 personas,En desacuerdo,Una organización que protege el medio ambiente.,Depende,Bueno,Bueno,Algo de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1979,30 a 49 años,Republica Dominicana,Peravia,Zona 2,Santo Domingo,Femenino,Soltero(a),7,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),1 - Más pobres,Sí,No,5,Entre 20.000 y 28.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,No sabe / Prefiere no contestar,En desacuerdo,Algo de acuerdo,De acuerdo,Algo de acuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Algo de acuerdo,,,,,,"Si, como mis vecinos","Si, otro",,,"[Si, otro ]Estudiantes en las escuelas",Placebo
1998,18 a 29 años,Republica Dominicana,Puerto Plata,Zona 4,Puerto plata,Femenino,Casado(a) / Unión Libre,4,Sí,Secundaria completa,Desempleado(a) y buscando trabajo,2,Sí,No,4,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,No sabe / Prefiere no contestar,Más de 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,"Si, como mis empleadores",,"Si, como mis vecinos","Si, otro",,,"[Si, otro ]Vecinos , conocidos ,negociantes",Placebo
1979,30 a 49 años,Republica Dominicana,Distrito Nacional,Zona 1,Santo Domingo,Femenino,Soltero(a),6,Sí,Secundaria incompleta,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,No,No sabe / Prefiere no contestar,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Depende,Algo de acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,Algo en desacuerdo,De acuerdo,Algo en desacuerdo,De acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1999,18 a 29 años,Republica Dominicana,La Vega,Zona 4,La vega,Masculino,Soltero(a),3,No,Secundaria completa,Desempleado(a) y buscando trabajo,3,No,No,5,Entre 0 y 20.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,No sabe / Prefiere no contestar,Algo de acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,De acuerdo,Una organización que ayuda a las personas migrantes.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,"Si, como mis vecinos",,,,,Placebo
1975,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Herrera,Masculino,Soltero(a),3,Sí,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,4,Entre 38.000 y 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo de acuerdo,Falta de esfuerzo por su parte,Entre 20 y 30,Entre 5 y 10,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Bueno,Bueno,De acuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,"Si, como mis amigos",,,,,"Si, como mis vecinos",,,,,Placebo
1982,30 a 49 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Este,Masculino,Casado(a) / Unión Libre,5,Sí,Universitaria completa o más,Empleado(a) de tiempo completo (8 horas por día o más),3,No,No,9,Más de 57.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,En desacuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Entre 10 y 20,Entre 5 y 10,En desacuerdo,Una organización que ayuda a las personas pobres.,Depende,Bueno,Bueno,Algo de acuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)","Si, como mis empleados o prestadores de servicios para mi",,,"Si, como mis vecinos",,,,,Placebo
1996,18 a 29 años,Republica Dominicana,Barahona,Zona 2,Santa Cruz de Barahona,Femenino,Soltero(a),4,No,Universitaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),1 - Más pobres,Sí,No,6,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,Algo en desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Depende,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,Algo de acuerdo,No sabe / Prefiere no contestar,Algo de acuerdo,No sabe / Prefiere no contestar,De acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1992,18 a 29 años,Republica Dominicana,Distrito Nacional,Zona 1,San francisco de macoris,Masculino,Soltero(a),6,No,Secundaria incompleta,Empleado(a) de tiempo completo (8 horas por día o más),2,Sí,No,No sabe / Prefiere no contestar,Entre 20.000 y 28.000,No los tendría como vecinos,No los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,De acuerdo,Falta de esfuerzo por su parte,Menos de 5,Más de 30,Algo de acuerdo,Una organización que ayuda a las personas pobres.,Depende,Depende,Bueno,En desacuerdo,Algo de acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,,"Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
1967,50 a 64 años,Republica Dominicana,Santo Domingo,Zona 1,Santo domingo este,Masculino,Soltero(a),4,Sí,Secundaria completa,Desempleado(a) y buscando trabajo,1 - Más pobres,Sí,No,10 - Derecha,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,De acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Entre 20 y 30,De acuerdo,Una organización que protege el medio ambiente.,Bueno,Depende,Bueno,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,"Si, como mis amigos",,,,,,,,,,Placebo
1998,18 a 29 años,Republica Dominicana,Santo Domingo,Zona 1,Santo Domingo Este,Masculino,Soltero(a),7,No,Universitaria incompleta,Estudiante,3,Sí,No sabe / Prefiere no contestar,0 - Izquierda,Entre 38.000 y 57.000,Los tendría como vecinos,No sabe / Prefiere no contestar,Los tendría como vecinos,Los tendría como vecinos,De acuerdo,Algo de acuerdo,En desacuerdo,Circunstancias fuera de su control,Más de 30,Menos de 5 personas,De acuerdo,Una organización que ayuda a las personas pobres.,Malo,Depende,Depende,Algo en desacuerdo,En desacuerdo,De acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De acuerdo,De acuerdo,,,,,,,,Ninguna relación,,,Placebo
2000,18 a 29 años,Republica Dominicana,Santiago Rodríguez,Zona 4,Sabaneta,Masculino,Soltero(a),7,No,Universitaria incompleta,"Negocio propio, independiente o por cuenta propia",3,No,No,5,Entre 28.000 y 38.000,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Los tendría como vecinos,Algo de acuerdo,De acuerdo,Algo de acuerdo,Circunstancias fuera de su control,Entre 20 y 30,Entre 10 y 20,Algo de acuerdo,Una organización que protege el medio ambiente.,Depende,Depende,Depende,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,En desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,"Si, como mis amigos","Si, como mis conocidos (compañeros de escuela/trabajo/etc.)",,,,,,,,,Placebo
